symbol,name,lastPrice,priceChange,percentChange,highPrice,lowPrice,volume,tradeTime
"AMP","Ameriprise Financial Services",461.48,-3.41,-0.73%,462.82,445.00,664,181,03/09/26
"AMT","American Tower Corp",186.64,-1.95,-1.03%,189.53,185.30,2,796,557,03/09/26
"AMZN","Amazon.com Inc",213.49,+0.28,+0.13%,213.82,207.11,53,978,082,03/09/26
"ANET","Arista Networks Inc",137.17,+4.28,+3.22%,137.68,129.79,6,705,324,03/09/26
"AON","AON Plc",332.84,-7.76,-2.28%,342.38,329.75,1,708,490,03/09/26
"AOS","Smith A.O. Corp",70.46,-0.55,-0.77%,70.90,67.93,1,450,115,03/09/26
"APA","Apa Corp",32.59,-0.09,-0.28%,33.78,32.31,11,479,760,03/09/26
"APD","Air Products and Chemicals",274.40,+2.22,+0.82%,276.25,272.17,1,778,310,03/09/26
"APH","Amphenol Corp",136.06,+4.19,+3.18%,136.73,128.61,8,752,313,03/09/26
"APO","Apollo Asset Management Inc",108.14,-0.56,-0.52%,108.81,104.44,5,554,847,03/09/26
"APP","Applovin Corp Cl A",517.23,+15.09,+3.01%,520.36,494.00,5,315,230,03/09/26
"APTV","Aptiv Plc",72.85,+0.15,+0.21%,73.30,69.73,2,812,123,03/09/26
"ARE","Alexandria Real Estate Equities",51.18,+0.45,+0.89%,51.43,48.44,2,240,540,03/09/26
"ARES","Ares Management LP",108.85,-1.16,-1.05%,109.66,106.45,3,763,979,03/09/26
"ATO","Atmos Energy Corp",185.24,+0.20,+0.11%,185.90,182.91,1,601,269,03/09/26
"AVB","Avalonbay Communities",176.71,-1.18,-0.66%,177.31,173.02,1,108,068,03/09/26
"AVGO","Broadcom Ltd",345.75,+15.27,+4.62%,348.49,323.61,40,322,027,03/09/26
"AVY","Avery Dennison Corp",176.47,-3.17,-1.76%,177.69,174.38,742,607,03/09/26
"AWK","American Water Works",137.73,+0.24,+0.17%,138.59,134.91,2,658,115,03/09/26
"AXON","Axon Enterprise Inc",559.06,-14.95,-2.60%,577.53,546.17,791,993,03/09/26
"AXP","American Express Company",305.38,+4.38,+1.46%,306.30,292.43,4,690,214,03/09/26
"AZO","Autozone",3,672.68,+31.39,+0.86%,3,705.93,3,617.63,152,477,03/09/26
"BA","Boeing Company",225.00,-6.11,-2.64%,227.59,220.45,8,385,072,03/09/26
"BAC","Bank of America Corp",47.90,-0.74,-1.52%,48.15,46.77,59,914,563,03/09/26
"BALL","Ball Corporation",62.39,-0.14,-0.22%,62.69,60.75,1,835,833,03/09/26
"BAX","Baxter International Inc",17.91,+0.22,+1.24%,17.97,17.00,10,921,934,03/09/26
"BBY","Best Buy Company",65.96,-0.72,-1.08%,66.21,63.04,5,550,797,03/09/26
"BDX","Becton Dickinson and Company",165.46,-1.66,-0.99%,167.05,161.75,2,765,222,03/09/26
"BEN","Franklin Resources",25.78,-0.46,-1.75%,25.87,24.64,5,774,758,03/09/26
"BF.B","Brown Forman Inc Cl B",24.88,-0.38,-1.50%,25.05,24.23,7,916,757,03/09/26
"BG","Bunge Ltd",118.79,+2.12,+1.82%,119.84,115.68,2,408,758,03/09/26
"BIIB","Biogen Inc",188.24,+3.37,+1.82%,188.50,182.60,651,611,03/09/26
"BK","Bank of New York Mellon Corp",115.10,-0.13,-0.11%,115.69,111.71,3,556,219,03/09/26
"BKNG","Booking Holdings Inc",4,440.69,-109.74,-2.41%,4,488.92,4,340.00,518,220,03/09/26
"BKR","Baker Hughes Company",60.10,+0.29,+0.48%,60.15,58.85,11,950,858,03/09/26
"BLDR","Builders Firstsource",94.95,+1.83,+1.97%,95.60,89.41,3,305,976,03/09/26
"BLK","Blackrock Inc",957.67,+2.22,+0.23%,960.39,919.00,1,932,836,03/09/26
"BMY","Bristol-Myers Squibb Company",60.63,+0.34,+0.56%,60.64,59.25,10,961,722,03/09/26
"BR","Broadridge Financial Solutions Llc",189.01,-7.87,-4.00%,194.59,187.89,2,404,412,03/09/26
"BRK.B","Berkshire Hathaway Cl B",497.20,-1.78,-0.36%,498.82,490.21,5,828,455,03/09/26
"BRO","Brown & Brown",71.04,-2.46,-3.35%,73.40,70.57,3,227,121,03/09/26
"BSX","Boston Scientific Corp",71.90,+0.55,+0.77%,72.37,69.52,11,649,410,03/09/26
"BX","Blackstone Inc",110.65,+0.25,+0.23%,111.71,106.04,10,431,650,03/09/26
"BXP","Bxp Inc",52.48,-0.46,-0.87%,52.76,49.72,3,777,984,03/09/26
"C","Citigroup Inc",106.59,+0.06,+0.06%,107.05,102.01,18,506,141,03/09/26
"CAG","Conagra Brands Inc",18.66,-0.36,-1.89%,19.10,18.62,11,004,181,03/09/26
"CAH","Cardinal Health",222.28,+4.50,+2.07%,222.38,214.90,2,554,986,03/09/26
"CARR","Carrier Global Corp",58.72,+0.37,+0.63%,59.09,56.43,7,501,427,03/09/26
"CAT","Caterpillar Inc",704.82,+23.92,+3.51%,708.63,662.85,3,579,485,03/09/26
"CB","Chubb Ltd",324.40,-3.60,-1.10%,327.51,321.75,1,729,343,03/09/26
"CBOE","CBOE Global Markets Inc",299.20,-2.07,-0.69%,303.17,297.55,993,990,03/09/26
"CBRE","CBRE Group Inc",136.94,+0.11,+0.08%,137.54,131.00,2,578,479,03/09/26
"CCI","Crown Castle Inc",89.73,-0.70,-0.77%,90.26,87.93,2,770,351,03/09/26
"CCL","Carnival Corp",26.39,+0.60,+2.33%,26.39,23.47,55,998,984,03/09/26
"CDNS","Cadence Design Sys",298.05,+1.11,+0.37%,300.27,289.37,2,492,663,03/09/26
"CDW","CDW Corp",120.74,-2.68,-2.17%,121.43,118.16,1,327,924,03/09/26
"CEG","Constellation Energy Corp",322.99,+3.93,+1.23%,323.95,309.03,2,731,726,03/09/26
"CF","Cf Industries Holdings",111.04,-4.74,-4.09%,121.80,109.71,10,259,605,03/09/26
"CFG","Citizens Financial Group Inc/Ri",58.31,+0.27,+0.47%,58.31,55.76,7,004,951,03/09/26
"CHD","Church & Dwight Company",102.25,+1.55,+1.54%,102.50,99.58,2,634,705,03/09/26
"CHRW","C.H. Robinson Ww",181.94,+2.30,+1.28%,182.06,174.41,1,431,156,03/09/26
"CHTR","Charter Communications Inc",222.81,-9.43,-4.06%,229.72,221.53,1,716,463,03/09/26
"CI","The Cigna Group",269.66,-1.97,-0.73%,271.25,264.47,1,677,631,03/09/26
"CIEN","Ciena Corp",318.54,+24.37,+8.28%,319.29,287.25,3,067,533,03/09/26
"CINF","Cincinnati Financial",163.32,-2.07,-1.25%,164.34,160.48,995,618,03/09/26
"CL","Colgate-Palmolive Company",93.00,-0.56,-0.60%,93.62,92.01,7,719,622,03/09/26
"CLX","Clorox Company",113.41,-1.25,-1.09%,114.00,108.94,2,726,652,03/09/26
"CMCSA","Comcast Corp A",31.04,-0.87,-2.73%,31.76,30.47,45,892,215,03/09/26
"CME","CME Group Inc",319.09,+1.99,+0.63%,320.86,314.57,3,573,171,03/09/26
"CMG","Chipotle Mexican Grill",35.29,-0.08,-0.23%,35.38,34.01,17,710,207,03/09/26
"CMI","Cummins Inc",550.19,+10.96,+2.03%,551.43,516.96,852,036,03/09/26
"CMS","Cms Energy Corp",77.24,+0.08,+0.10%,77.46,76.25,2,869,169,03/09/26
"CNC","Centene Corp",43.32,-0.33,-0.76%,43.82,42.04,3,914,520,03/09/26
"CNP","Centerpoint Energy Inc",43.48,-0.13,-0.30%,43.75,42.95,3,774,670,03/09/26
"COF","Capital One Financial Corp",185.73,-1.98,-1.05%,186.25,178.73,8,725,659,03/09/26
"COIN","Coinbase Global Inc Cl A",199.79,+2.57,+1.30%,203.49,192.63,11,976,205,03/09/26
"COO","Cooper Companies",75.82,-0.73,-0.95%,76.18,72.76,3,723,002,03/09/26
"COP","Conocophillips",117.03,-0.04,-0.03%,118.77,116.20,13,681,512,03/09/26
"COR","Cencora Inc",361.80,+3.34,+0.93%,362.06,354.90,782,908,03/09/26
"COST","Costco Wholesale",1,005.30,+7.20,+0.72%,1,007.41,987.99,2,346,389,03/09/26
"CPAY","Corpay Inc",325.60,+11.20,+3.56%,329.11,307.77,904,023,03/09/26
"CPB","The Campbell's Company",25.29,-0.51,-1.98%,25.67,25.16,6,599,819,03/09/26
"CPRT","Copart Inc",37.57,-0.17,-0.45%,37.74,37.04,11,911,370,03/09/26
"CPT","Camden Property Trust",105.11,-1.42,-1.33%,105.91,103.11,1,044,961,03/09/26
"CRH","CRH Plc ADR",106.46,+0.05,+0.05%,106.55,101.88,8,278,439,03/09/26
"CRL","Charles River Laboratories Intl",176.99,+2.53,+1.45%,178.05,168.21,1,029,081,03/09/26
"CRM","Salesforce Inc",198.79,-3.32,-1.64%,203.67,195.87,10,745,487,03/09/26
"CRWD","Crowdstrike Holdings Inc",434.13,+5.14,+1.20%,438.28,425.52,3,844,055,03/09/26
"CSCO","Cisco Systems Inc",76.21,-2.43,-3.09%,77.56,75.20,32,836,586,03/09/26
"CSGP","Costar Group Inc",48.42,+0.04,+0.08%,48.93,47.62,5,543,919,03/09/26
"CSX","CSX Corp",40.60,+0.65,+1.63%,40.84,39.33,13,194,055,03/09/26
"CTAS","Cintas Corp",200.77,-2.84,-1.39%,203.44,198.10,1,948,919,03/09/26
"CTRA","Coterra Energy Inc",31.18,+0.15,+0.48%,32.00,30.78,23,242,977,03/09/26
"CTSH","Cognizant Tech Sol",64.65,-1.61,-2.43%,66.05,63.89,5,306,216,03/09/26
"CTVA","Corteva Inc",78.30,+1.34,+1.74%,78.37,76.12,3,896,207,03/09/26
"CVNA","Carvana Company Cl A",328.26,+10.56,+3.32%,329.10,302.85,3,084,189,03/09/26
"CVS","CVS Corp",78.26,+0.34,+0.44%,78.41,76.30,6,871,690,03/09/26
"CVX","Chevron Corp",189.44,-0.50,-0.26%,191.65,188.11,15,947,962,03/09/26
"D","Dominion Energy Inc",62.91,-0.33,-0.52%,63.24,62.05,3,116,456,03/09/26
"DAL","Delta Air Lines Inc",60.58,+1.57,+2.66%,60.64,55.28,28,300,104,03/09/26
"DASH","Doordash Inc Cl A",176.59,-2.58,-1.44%,177.10,170.24,4,848,996,03/09/26
"DD","Dupont Denemours Inc",45.24,-0.02,-0.04%,45.44,43.05,5,277,588,03/09/26
"DDOG","Datadog Inc Cl A",128.56,+2.81,+2.23%,128.69,124.08,4,763,127,03/09/26
"DE","Deere & Company",599.48,+9.71,+1.65%,600.82,578.32,1,499,250,03/09/26
"DECK","Deckers Outdoor Corp",104.32,+0.07,+0.07%,104.54,99.93,2,289,195,03/09/26
"DELL","Dell Technologies Inc",146.51,+0.03,+0.02%,146.70,141.36,7,391,600,03/09/26
"DG","Dollar General Corp",145.52,-0.79,-0.54%,145.76,141.62,2,741,904,03/09/26
"DGX","Quest Diagnostics Inc",201.58,+2.37,+1.19%,202.48,195.39,819,622,03/09/26
"DHI","D.R. Horton",147.69,+0.43,+0.29%,148.22,141.90,2,775,122,03/09/26
"DHR","Danaher Corp",198.80,+3.30,+1.69%,199.38,193.39,3,522,494,03/09/26
"DIS","Walt Disney Company",101.66,+0.12,+0.12%,101.87,98.45,11,708,894,03/09/26
"DLR","Digital Realty Trust",179.65,+3.46,+1.96%,179.81,172.91,2,092,845,03/09/26
"DLTR","Dollar Tree Inc",115.85,+0.06,+0.05%,116.13,111.30,2,638,740,03/09/26
"DOC","Healthpeak Properties Inc",17.42,+0.14,+0.81%,17.50,16.81,5,852,790,03/09/26
"DOV","Dover Corp",211.00,+2.58,+1.24%,211.26,201.79,1,315,113,03/09/26
"DOW","Dow Inc",34.31,+1.03,+3.09%,35.75,34.10,28,384,117,03/09/26
"DPZ","Domino's Pizza Inc",415.78,+7.37,+1.80%,416.59,398.94,1,099,506,03/09/26
"DRI","Darden Restaurants",201.64,-1.54,-0.76%,201.89,194.26,2,056,696,03/09/26
"DTE","Dte Energy Company",148.96,-1.17,-0.78%,150.74,147.18,989,725,03/09/26
"DUK","Duke Energy Corp",131.08,-1.42,-1.07%,132.48,130.54,7,056,431,03/09/26
"DVA","Davita Healthcare Partners Inc",152.56,+1.80,+1.19%,153.41,147.21,1,042,483,03/09/26
"DVN","Devon Energy Corp",44.82,+0.34,+0.76%,46.00,44.18,25,612,102,03/09/26
"DXCM","Dexcom Inc",68.74,+0.64,+0.94%,68.94,66.00,4,072,437,03/09/26
"EA","Electronic Arts Inc",199.27,+1.27,+0.64%,199.96,197.01,3,344,117,03/09/26
"EBAY","Ebay Inc",92.91,+0.20,+0.22%,93.20,90.30,4,228,933,03/09/26
"ECL","Ecolab Inc",281.86,-0.83,-0.29%,282.48,274.74,1,639,825,03/09/26
"ED","Consolidated Edison Company",111.80,-0.48,-0.43%,112.75,111.09,2,255,751,03/09/26
"EFX","Equifax Inc",204.61,-3.22,-1.55%,205.35,195.06,1,653,583,03/09/26
"EG","Everest Re Group",328.05,-6.06,-1.81%,331.89,325.60,359,176,03/09/26
"EIX","Edison International",70.73,-1.03,-1.44%,71.49,68.76,5,681,752,03/09/26
"EL","Estee Lauder Companies",92.63,-0.09,-0.10%,92.76,88.17,4,664,967,03/09/26
"ELV","Elevance Health Inc",280.74,-8.90,-3.07%,288.05,274.84,2,757,793,03/09/26
"EME","Emcor Group",719.18,+13.39,+1.90%,719.19,685.50,391,099,03/09/26
"EMR","Emerson Electric Company",141.12,+2.76,+1.99%,141.45,134.65,3,148,091,03/09/26
"EOG","Eog Resources",131.67,+0.26,+0.20%,134.36,130.19,7,595,135,03/09/26
"EPAM","Epam Systems Inc",146.26,+0.39,+0.27%,146.99,140.52,1,727,552,03/09/26
"EQIX","Equinix Inc",944.91,+7.71,+0.82%,947.36,918.28,699,442,03/09/26
"EQR","Equity Residential",62.18,-0.54,-0.86%,62.52,60.95,2,416,297,03/09/26
"EQT","Eqt Corp",62.23,+0.27,+0.44%,62.93,61.51,11,508,734,03/09/26
"ERIE","Erie Indemnity Company",255.66,-4.19,-1.61%,259.50,247.00,328,878,03/09/26
"ES","Eversource Energy",73.85,-0.59,-0.79%,74.96,72.73,2,590,495,03/09/26
"ESS","Essex Property Trust",255.34,+0.21,+0.08%,256.65,249.01,650,341,03/09/26
"ETN","Eaton Corp",353.87,+6.12,+1.76%,355.56,338.25,3,407,092,03/09/26
"ETR","Entergy Corp",104.65,-0.05,-0.05%,104.79,102.73,2,904,216,03/09/26
"EVRG","Evergy Inc",83.13,-0.23,-0.28%,83.36,81.71,2,545,561,03/09/26
"EW","Edwards Lifesciences Corp",84.26,+2.62,+3.21%,84.29,80.54,4,667,640,03/09/26
"EXC","Exelon Corp",49.14,-0.22,-0.45%,49.34,48.67,7,345,397,03/09/26
"EXE","Expand Energy Corporation",107.87,+1.03,+0.96%,109.16,106.71,4,254,624,03/09/26
"EXPD","Expeditors Intl",145.24,-1.62,-1.10%,146.85,142.17,2,174,409,03/09/26
"EXPE","Expedia Group Inc",241.54,-8.08,-3.24%,245.78,229.83,3,042,256,03/09/26
"EXR","Extra Space Storage Inc",146.29,-0.33,-0.23%,146.95,142.14,889,158,03/09/26
"F","Ford Motor Company",12.19,+0.04,+0.33%,12.20,11.80,69,503,500,03/09/26
"FANG","Diamondback Energy",182.86,+2.32,+1.29%,186.65,179.49,5,216,571,03/09/26
"FAST","Fastenal Company",46.80,+0.34,+0.73%,47.05,45.38,9,591,452,03/09/26
"FCX","Freeport-Mcmoran Inc",60.49,+1.13,+1.90%,60.49,55.50,26,267,367,03/09/26
"FDS","Factset Research Systems Inc",221.04,-4.83,-2.14%,225.05,217.00,892,797,03/09/26
"FDX","Fedex Corp",361.10,+2.00,+0.56%,361.99,346.01,1,901,533,03/09/26
"FE","Firstenergy Corp",50.96,+0.12,+0.24%,51.09,50.17,4,522,845,03/09/26
"FFIV","F5 Inc",285.33,-0.89,-0.31%,287.14,274.29,608,576,03/09/26
"FICO","Fair Isaac and Company",1,441.20,-34.80,-2.36%,1,461.70,1,418.05,197,824,03/09/26
"FIS","Fidelity National Information Services",51.62,+0.13,+0.25%,51.76,50.13,6,173,349,03/09/26
"FISV","Fiserv Inc",61.29,-1.81,-2.87%,62.37,59.97,5,430,545,03/09/26
"FITB","Fifth Third Bancorp",46.98,-0.32,-0.68%,47.21,45.26,13,094,887,03/09/26
"FIX","Comfort Systems USA",1,372.40,+93.34,+7.30%,1,373.65,1,225.24,599,255,03/09/26
"FOX","Fox Corp Cl B",54.04,-0.27,-0.50%,54.22,53.07,1,871,337,03/09/26
"FOXA","Fox Corp Cl A",59.26,-0.52,-0.87%,59.55,58.33,3,646,222,03/09/26
"FRT","Federal Realty Investment Trust",106.54,-1.01,-0.94%,106.99,104.07,702,131,03/09/26
"FSLR","First Solar Inc",195.38,+6.17,+3.26%,196.60,187.10,1,954,618,03/09/26
"FTNT","Fortinet Inc",83.81,+0.14,+0.17%,84.60,82.18,6,446,375,03/09/26
"FTV","Fortive Corp",56.35,-1.04,-1.81%,56.92,55.41,4,668,429,03/09/26
"GD","General Dynamics Corp",361.98,-1.51,-0.42%,364.00,355.58,1,444,434,03/09/26
"GDDY","Godaddy Inc",91.69,-2.26,-2.41%,93.95,89.92,2,142,616,03/09/26
"GE","GE Aerospace",321.93,-1.18,-0.37%,322.00,310.12,5,692,397,03/09/26
"GEHC","GE Healthcare Technologies Inc",75.63,+1.36,+1.83%,75.98,72.30,2,906,079,03/09/26
"GEN","Gen Digital Inc",22.55,-0.06,-0.27%,22.67,21.99,5,240,531,03/09/26
"GEV","GE Vernova Inc",830.10,+40.87,+5.18%,830.49,777.00,2,872,266,03/09/26
"GILD","Gilead Sciences Inc",146.63,+2.70,+1.88%,146.92,143.49,5,210,228,03/09/26
"GIS","General Mills",43.40,-0.89,-2.01%,44.30,43.39,7,519,050,03/09/26
"GL","Globe Life Inc",142.01,-0.17,-0.12%,142.28,138.40,592,270,03/09/26
"GLW","Corning Inc",129.05,+5.76,+4.67%,129.61,120.01,15,860,788,03/09/26
"GM","General Motors Company",74.69,-0.52,-0.69%,74.70,71.92,8,824,932,03/09/26
"GNRC","Generac Holdings Inc",207.11,+3.09,+1.51%,207.99,193.68,1,006,124,03/09/26
"GOOG","Alphabet Cl C",306.01,+7.71,+2.58%,306.50,293.93,19,553,910,03/09/26
"GOOGL","Alphabet Cl A",306.36,+7.84,+2.63%,306.80,294.08,29,223,959,03/09/26
"GPC","Genuine Parts Company",111.84,-3.68,-3.19%,114.56,110.77,1,584,675,03/09/26
"GPN","Global Payments Inc",74.80,-1.60,-2.09%,75.25,71.87,4,014,515,03/09/26
"GRMN","Garmin Ltd",242.63,-0.85,-0.35%,244.19,236.45,871,253,03/09/26
"GS","Goldman Sachs Group",832.03,+10.61,+1.29%,836.68,795.00,3,250,417,03/09/26
"GWW","W.W. Grainger",1,115.28,+2.49,+0.22%,1,120.33,1,083.32,231,226,03/09/26
"HAL","Halliburton Company",34.65,+0.60,+1.76%,34.76,33.49,17,100,967,03/09/26
"HAS","Hasbro Inc",95.78,+1.29,+1.37%,96.05,91.34,1,417,546,03/09/26
"HBAN","Huntington Bancshares Inc",16.12,-0.19,-1.16%,16.26,15.58,39,493,730,03/09/26
"HCA","Hca Holdings Inc",545.13,+12.32,+2.31%,546.05,526.05,1,462,057,03/09/26
"HD","Home Depot",353.56,-4.36,-1.22%,356.49,345.64,4,220,110,03/09/26
"HIG","The Hartford Insurance Group Inc",137.95,-1.30,-0.93%,138.37,136.06,1,618,616,03/09/26
"HII","Huntington Ingalls Industries",429.58,+0.47,+0.11%,432.29,417.85,468,314,03/09/26
"HLT","Hilton Inc",303.46,+4.82,+1.61%,304.45,290.00,3,200,039,03/09/26
"HOLX","Hologic Inc",75.59,-0.15,-0.20%,75.74,75.54,2,338,382,03/09/26
"HON","Honeywell International Inc",237.59,+2.30,+0.98%,238.39,230.79,2,888,551,03/09/26
"HOOD","Robinhood Markets Inc Cl A",79.35,+2.26,+2.93%,79.65,75.55,25,023,547,03/09/26
"HPE","Hewlett Packard Enterprise Comp",21.81,+0.68,+3.22%,21.85,20.60,33,981,199,03/09/26
"HPQ","HP Inc",18.93,-0.53,-2.72%,19.19,18.50,21,074,840,03/09/26
"HRL","Hormel Foods Corp",23.88,-0.54,-2.21%,24.42,23.67,5,470,614,03/09/26
"HSIC","Henry Schein Inc",78.10,+0.50,+0.64%,78.25,75.67,1,429,674,03/09/26
"HST","Host Marriott Financial Trust",19.16,-0.07,-0.36%,19.20,18.40,11,739,073,03/09/26
"HSY","Hershey Foods Corp",222.78,-2.21,-0.98%,224.92,220.22,2,149,656,03/09/26
"HUBB","Hubbell Inc B",487.76,+16.22,+3.44%,488.07,457.60,590,669,03/09/26
"HUM","Humana Inc",178.53,-0.62,-0.35%,179.27,173.82,1,747,120,03/09/26
"HWM","Howmet Aerospace Inc",254.14,+4.01,+1.60%,254.24,243.62,2,591,039,03/09/26
"IBKR","Interactive Brokers",67.49,+0.79,+1.18%,67.50,63.49,4,966,355,03/09/26
"IBM","Intl Business Machines",253.33,-5.52,-2.13%,258.08,251.57,6,122,085,03/09/26
"ICE","Intercontinental Exchange",165.80,-0.39,-0.23%,166.35,162.50,3,458,265,03/09/26
"IDXX","Idexx Laboratories",610.45,+2.04,+0.34%,611.62,594.32,477,676,03/09/26
"IEX","Idex Corp",197.60,-0.30,-0.15%,198.05,190.76,774,114,03/09/26
"IFF","International Flavors & Fragrances",73.16,-0.61,-0.83%,73.49,71.21,1,692,395,03/09/26
"INCY","Incyte Corp",97.10,+1.16,+1.21%,97.61,94.52,1,521,166,03/09/26
"INTC","Intel Corp",45.58,+2.16,+4.97%,45.76,41.64,82,462,930,03/09/26
"INTU","Intuit Inc",473.67,-7.50,-1.56%,481.00,466.10,3,982,794,03/09/26
"INVH","Invitation Homes Inc",25.97,-0.24,-0.92%,26.03,25.64,8,588,211,03/09/26
"IP","International Paper Company",38.39,-1.14,-2.88%,38.83,37.02,10,297,843,03/09/26
"IQV","Iqvia Holdings Inc",178.55,+4.06,+2.33%,180.24,172.17,1,979,320,03/09/26
"IR","Ingersoll Rand Inc",86.66,+0.23,+0.27%,87.02,82.95,2,748,084,03/09/26
"IRM","Iron Mountain Inc",107.14,+1.96,+1.86%,107.66,102.52,1,292,177,03/09/26
"ISRG","Intuitive Surg Inc",493.56,+3.40,+0.69%,493.89,480.23,1,650,173,03/09/26
"IT","Gartner Inc",166.39,-2.61,-1.54%,168.99,161.20,1,603,624,03/09/26
"ITW","Illinois Tool Works Inc",276.58,-0.58,-0.21%,277.20,269.95,1,248,768,03/09/26
"IVZ","Invesco Plc",23.88,+0.21,+0.89%,23.96,22.41,6,088,954,03/09/26
"J","Jacobs Engineering Group Inc",134.67,-2.12,-1.55%,135.02,131.40,818,866,03/09/26
"JBHT","J B Hunt Transport",217.46,+4.07,+1.91%,217.84,206.43,1,125,195,03/09/26
"JBL","Jabil Circuit",247.46,+6.37,+2.64%,248.02,234.96,1,429,317,03/09/26
"JCI","Johnson Controls Intl",133.09,+0.69,+0.52%,134.25,128.76,4,954,125,03/09/26
"JKHY","Jack Henry & Assoc",171.59,-0.24,-0.14%,172.84,167.99,1,133,143,03/09/26
"JNJ","Johnson & Johnson",242.59,+2.19,+0.91%,244.09,240.04,7,841,149,03/09/26
"JPM","JP Morgan Chase & Company",289.92,+0.44,+0.15%,291.10,280.45,12,220,673,03/09/26
"KDP","Keurig Dr Pepper Inc",28.19,-0.06,-0.21%,28.24,27.48,10,723,103,03/09/26
"KEY","Keycorp",19.69,-0.17,-0.86%,19.76,18.97,20,074,010,03/09/26
"KEYS","Keysight Technologies Inc",282.02,+9.59,+3.52%,282.74,264.70,1,785,294,03/09/26
"KHC","Kraft Heinz Company",24.44,-0.10,-0.41%,24.68,24.18,20,149,117,03/09/26
"KIM","Kimco Realty Corp",23.20,-0.08,-0.34%,23.22,22.60,6,897,011,03/09/26
"KKR","KKR & Company LP",90.94,-0.39,-0.43%,91.55,87.00,8,449,841,03/09/26
"KLAC","K L A-Tencor Corp",1,429.10,+84.55,+6.29%,1,435.22,1,321.02,1,119,799,03/09/26
"KMB","Kimberly-Clark Corp",102.85,-1.73,-1.65%,103.58,101.92,5,291,060,03/09/26
"KMI","Kinder Morgan Inc",33.30,-0.28,-0.83%,33.66,33.15,12,535,354,03/09/26
"KO","Coca-Cola Company",77.80,+0.76,+0.99%,78.07,76.53,18,143,719,03/09/26
"KR","Kroger Company",73.37,-0.74,-1.00%,74.80,73.34,8,411,297,03/09/26
"KVUE","Kenvue Inc",18.16,-0.23,-1.25%,18.24,18.01,29,335,729,03/09/26
"L","Loews Corp",109.10,-0.56,-0.51%,109.12,107.54,645,191,03/09/26
"LDOS","Leidos Holdings Inc",179.54,+1.65,+0.93%,180.01,174.03,892,760,03/09/26
"LEN","Lennar Corp",99.94,-1.23,-1.22%,100.71,96.40,3,189,934,03/09/26
"LH","Laboratory Corp of America Holdings",273.61,+3.94,+1.46%,274.35,264.24,563,148,03/09/26
